1.89331,1.23275,1.41682
1.88524,1.24836,1.42348
1.878,1.26456,1.43285
1.87219,1.28168,1.44528
1.86859,1.30012,1.4617
1.86804,1.32034,1.48175
1.86878,1.34129,1.50498
1.86576,1.36174,1.52965
1.86109,1.38014,1.55364
1.85742,1.39952,1.57645
1.85793,1.42123,1.59847
1.86378,1.44703,1.62082
1.8762,1.47894,1.64362
1.89682,1.51838,1.66551
1.92773,1.56705,1.68638
1.97154,1.62292,1.70864
2.02958,1.68156,1.7328
2.1021,1.7367,1.75849
2.18919,1.78244,1.7851
2.29044,1.82155,1.81171
2.40465,1.85699,1.83667
2.52891,1.89077,1.86277
2.65683,1.92161,1.89363
2.79198,1.95474,1.93544
2.9336,1.98965,1.98307
3.07519,2.0238,2.03068
3.21673,2.05788,2.07828
